CID,CIDint,IDSURVEY,TYPE,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_COLOR,HOST_COLOR_ERR,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,mB_corr,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITPROB,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,MU,MUERR_FINAL,PROBCC_BEAMS,biasCor_mu,biasCor_muCOVSCALE,biasCor_muCOVADD,blast_transient_spectroscopic_class,blast_transient_photometric_class,blast_host_name,blast_host_ra_deg,blast_host_dec_deg,blast_host_redshift,blast_host_EBV_MW,blast_local_log_mass_50,blast_local_log_sfr_50,blast_local_log_ssfr_50,blast_local_log_age_50,blast_local_mass_surviving_ratio,blast_global_log_mass_50,blast_global_log_sfr_50,blast_global_log_ssfr_50,blast_global_log_age_50,blast_global_mass_surviving_ratio
2006mo,176.0,64.0,1.0,0.03718,0.00016,0.03616,0.00016,0.03702,0.00088,-249.26,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.76,0.08,1.54,-999.0,54047.4336,0.3274,-2.2735,0.1325,0.0381,0.022,17.1496,0.0342,16.7659,0.0024782,7.8172e-05,-0.0001,0.0,-0.0,30.0,0.5011,-9.0,-9.0,-9.0,-9.0,-9.0,36.0891,0.1315,0.0,-0.082,1.0,0.0094,SN Ia,,2006mo,11.66118249,36.33139028,0.037186,0.0383439464122057,9.73431131871598,-1.0161111020562261,-10.715618537739322,7.438780740347047,0.5854994490409244,10.796480166242294,0.11032764415930574,-10.729088768066243,5.344229803502683,0.60798438632481
2006oa,193.0,64.0,1.0,0.06257,1e-05,0.06142,1e-05,0.06153,0.00089,-33.08,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.91,0.46,0.67,-999.0,54067.1367,0.1618,1.4449,0.2524,-0.0119,0.0161,17.6365,0.0208,17.9218,0.0015827,3.0314e-05,0.0017,-0.0,-0.0,51.0,0.7892,-9.0,-9.0,-9.0,-9.0,-9.0,37.245,0.11,0.0,-0.0344,1.0,0.0066,,,,,,,,,,,,,,,,,
2006ob,1.0,64.0,1.0,0.0586,4e-05,0.0576,4e-05,0.05824,0.00088,-179.42,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.18,0.08,1.44,-999.0,54063.543,0.1439,-2.0999,0.0979,-0.0097,0.013,17.9537,0.0151,17.7473,0.0011817,1.644e-05,0.0002,-0.0,-0.0,95.0,0.9574,-9.0,-9.0,-9.0,-9.0,-9.0,37.0706,0.0919,0.0,-0.0826,1.0,0.004,SN Ia,,2006ob,27.95209548,0.26387084,0.05916367,0.02843914747238159,9.629245239618033,-1.1742243997941573,-10.840871099243124,8.326236858821233,0.5709266985450955,11.35587147919149,0.3043157793687167,-11.035776390649211,7.422874872771095,0.5827153991500836
2006on,106.0,64.0,1.0,0.07191,1e-05,0.07068,1e-05,0.07089,0.00089,-60.92,250.0,0.12,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.17,0.12,1.31,-999.0,54065.1523,0.6004,-0.4463,0.5946,0.084,0.0471,18.1973,0.0616,18.0136,0.00094424,5.3546e-05,0.0182,-0.0,-0.0,19.0,0.088,-9.0,-9.0,-9.0,-9.0,-9.0,37.3368,0.1235,0.0,-0.1313,1.0,0.0039,,,,,,,,,,,,,,,,,
2006py,45.0,5.0,1.0,0.05787,1e-05,0.05658,1e-05,0.05653,0.00088,14.34,250.0,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.8,0.14,1.33,-999.0,54071.4141,0.3533,0.1168,0.2702,0.0154,0.016,17.6204,0.0196,17.619,0.0016064,2.8973e-05,0.0019,-0.0,-0.0,28.0,0.7901,-9.0,-9.0,-9.0,-9.0,-9.0,36.9422,0.1236,0.0,-0.0467,1.0,0.0098,SNIa,,2006py,340.42522418,-0.13688322,,,,,,,,,,,,
2006qo,151.0,64.0,1.0,0.02837,8e-05,0.02871,8e-05,0.02898,0.00086,-77.26,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.81,0.12,1.55,-999.0,54083.1094,0.1176,0.5236,0.073,0.2029,0.0143,16.6094,0.0189,16.1752,0.004076,7.0805e-05,0.0001,-0.0,-0.0,60.0,0.6474,-9.0,-9.0,-9.0,-9.0,-9.0,35.4984,0.1733,0.0,-0.0953,1.0,0.0217,,,,,,,,,,,,,,,,,
2006te,131.0,64.0,1.0,0.03155,1e-05,0.03212,1e-05,0.0329,0.00086,-227.18,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.26,0.08,1.08,-999.0,54097.3438,0.3938,0.0373,0.1107,-0.0432,0.0182,16.3167,0.0299,16.5304,0.0053372,0.00014702,-0.0005,0.0,-0.0,55.0,0.7651,-9.0,-9.0,-9.0,-9.0,-9.0,35.8536,0.1031,0.0,-0.0541,1.0,0.0035,SN Ia,,2006te,122.93116659,41.55500573,0.03154785,0.038868576437234875,9.274198715920605,-0.8135131476361002,-10.143526991066278,7.192569669452835,0.5888132662840135,10.631412781733193,0.006772576115221093,-10.62004595351032,10.816333824373698,0.5637024658055214
2007O,149.0,64.0,1.0,0.03694,1e-05,0.03732,1e-05,0.03818,0.00087,-245.95,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.76,0.05,0.89,-999.0,54124.7305,0.4441,-0.2963,0.1206,-0.0579,0.0188,16.4929,0.033,16.6914,0.0045379,0.00013774,-0.0003,0.0,-0.0,49.0,0.2813,-9.0,-9.0,-9.0,-9.0,-9.0,36.0146,0.097,0.0,-0.0469,1.0,0.0033,SN Ia,,2007O,224.01824291,45.40526411,0.03615817,0.019876988753676415,9.350723059083297,-0.28338119517875604,-9.65541440272102,5.999032902490619,0.613516272613953,10.77343662198285,0.9355704705663856,-9.856543375706854,7.413673862942167,0.6126951109832414
2007R,173.0,64.0,1.0,0.03081,1e-05,0.03126,1e-05,0.03174,0.00086,-140.28,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.01,0.14,1.33,-999.0,54129.5664,0.3632,-1.4852,0.1201,-0.0919,0.0219,16.4394,0.0391,16.5341,0.0047669,0.00017147,0.0003,0.0,-0.0,54.0,0.9563,-9.0,-9.0,-9.0,-9.0,-9.0,35.8573,0.0987,0.0,-0.0283,1.0,0.003,,,,,,,,,,,,,,,,,
2007ae,9.0,64.0,1.0,0.06499,0.00036,0.06485,0.00036,0.06533,0.00096,-135.09,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.24,0.06,1.09,-999.0,54154.2891,0.6101,0.9664,0.218,-0.0179,0.0174,17.5415,0.0321,17.8327,0.0017275,5.1142e-05,-0.0003,0.0,-0.0,44.0,0.5341,-9.0,-9.0,-9.0,-9.0,-9.0,37.1559,0.0909,0.0,-0.0612,1.0,0.0031,SN Ia,,2007ae,255.4509021,79.04336068,,0.03879917040467262,8.654466492013409,-1.4059106859542507,-10.060876988717176,6.590670549778219,0.5884683346791598,10.338471156371476,0.08757846577777455,-10.248421209141727,5.569849444608177,0.6048340691580315
2007bd,2.0,64.0,1.0,0.03044,0.0001,0.03141,0.0001,0.0312,0.00087,62.7,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.64,0.11,1.25,-999.0,54206.9336,0.0703,-1.0613,0.0598,-0.07,0.0104,16.2702,0.012,16.3777,0.0055707,6.1673e-05,0.0,-0.0,-0.0,91.0,0.4077,-9.0,-9.0,-9.0,-9.0,-9.0,35.7009,0.099,0.0,-0.0413,1.0,0.0033,SN Ia,,2007bd,127.88703461,-1.19778704,0.03044,0.02922828547656536,9.374981457184045,-0.6291882912244512,-9.992559276861494,6.805209992604617,0.5849623830064412,11.031538716517117,-0.0907778372707387,-11.12739529283531,12.250723695841014,0.5605339925041425
2007co,128.0,64.0,1.0,0.02696,0.00011,0.02655,0.00011,0.02731,0.00086,-221.82,250.0,0.1,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.41,0.11,0.96,-999.0,54265.0898,0.1013,-0.0623,0.0925,0.07,0.0131,16.2452,0.0235,16.1108,0.0057007,0.00012315,0.0,-0.0,-0.0,99.0,0.7003,-9.0,-9.0,-9.0,-9.0,-9.0,35.434,0.1498,0.0,-0.0751,1.0,0.0129,SN Ia,,2007co,275.76739243,29.90139059,0.026962,0.09683395490050316,8.593753402787673,-1.0276876663227446,-9.625638565527757,6.311370496544326,0.6106260436728733,10.598726482432774,0.5878047741320938,-10.038577417346545,5.9323891784648275,0.6018043273500756
2007cq,107.0,64.0,1.0,0.02604,8e-05,0.02481,8e-05,0.0251,0.00086,-83.97,250.0,0.09,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.74,0.17,0.78,-999.0,54281.1211,0.112,-0.2122,0.1832,-0.0076,0.0152,15.6256,0.025,15.6321,0.010087,0.00023261,0.001,-0.0,-0.0,45.0,0.956,-9.0,-9.0,-9.0,-9.0,-9.0,34.9553,0.1382,0.0,-0.0356,1.0,0.0096,SN Ia,,2007cq,333.66958236,5.0785483,0.02604,0.09338798254728317,8.872395524924055,-0.9450784739097368,-9.822677222257138,5.816135324486822,0.6091947344258614,9.781762959329203,0.46630107108581886,-9.313641590211605,7.130005599119105,0.5965744596035651
2007hu,157.0,65.0,1.0,0.03518,1e-05,0.03518,1e-05,0.03551,0.00086,-94.25,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.99,0.03,1.66,-999.0,54355.4375,0.0609,-1.7583,0.537,0.2576,0.0493,17.5801,0.087,16.6184,0.001667,0.00013357,0.0089,-0.0,-0.0,14.0,0.2654,-9.0,-9.0,-9.0,-9.0,-9.0,35.9416,0.2081,0.0,-0.1055,1.0,0.0211,SN Ia,,2007hu,254.12716797,27.97750781,0.0351836,0.039372020065784455,9.836771861789455,-0.4608824686935668,-10.30354944311629,7.5805169342659955,0.587190388144269,11.371713473060757,-0.6693603214138817,-12.044885446543908,10.592585515957648,0.5698218640376793
2007is,137.0,65.0,1.0,0.02953,1e-05,0.02953,1e-05,0.02866,0.00086,253.02,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.65,0.15,1.09,-999.0,54366.3867,0.5672,-0.0866,0.1903,-0.0039,0.0205,16.1561,0.0309,16.242,0.006188,0.00017639,-0.0009,0.0,-0.0,19.0,0.0818,-9.0,-9.0,-9.0,-9.0,-9.0,35.5652,0.1265,0.0,-0.0688,1.0,0.0062,SN Ia,,2007is,251.81159755,40.24509664,0.02952883,0.017498643547296525,9.669455920661248,-0.7499032725466467,-10.428038110276868,7.597906937188226,0.5802348903762288,10.786016000982482,0.8482619687443619,-9.943462718580673,7.311985857754656,0.5883794212107917
2007jg,169.0,5.0,1.0,0.03707,1e-05,0.03652,1e-05,0.03756,0.00086,-297.74,250.0,0.09,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.52,0.12,1.41,-999.0,54366.9727,0.1589,-0.4295,0.0931,-0.0087,0.0132,16.9987,0.0216,16.9738,0.002848,5.6749e-05,0.0001,-0.0,-0.0,66.0,0.9946,-9.0,-9.0,-9.0,-9.0,-9.0,36.297,0.1253,0.0,-0.0359,1.0,0.0096,SNIa,,2007jg,52.46176337,0.05451879,0.03706903,0.09116407409310341,7.708835164516792,-1.1422065711693796,-8.79271161019265,4.21294909012637,0.6672513648914764,8.952717863742215,0.17237756052179484,-8.769358493083976,5.729703252916884,0.66108592364723
2007kk,34.0,65.0,1.0,0.04177,0.00016,0.0413,0.00016,0.04285,0.00088,-446.69,250.0,0.2,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.05,0.08,0.84,-999.0,54383.5547,0.3351,0.9572,0.1458,-0.0075,0.0175,16.7002,0.0419,16.9562,0.003749,0.00014458,-0.0001,0.0,-0.0,92.0,0.8266,-9.0,-9.0,-9.0,-9.0,-9.0,36.2794,0.1071,0.0,-0.0598,1.0,0.0055,SN Ia,,2007kk,55.60014913,39.24448818,0.041045,0.1963855481147766,9.03453359774025,-1.106829315103066,-10.17079127630009,6.761189490917742,0.5924653326558746,11.236431229159164,1.6625955559657704,-9.56815450896073,7.805141094252877,0.591082707572314
2007nq,41.0,65.0,1.0,0.04389,6e-05,0.04275,6e-05,0.04349,0.00087,-212.65,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.16,0.1,1.56,-999.0,54398.4805,0.1723,-1.7445,0.0697,-0.0416,0.0117,17.1094,0.0162,17.0354,0.0025717,3.8414e-05,0.0001,-0.0,-0.0,137.0,1.0,-9.0,-9.0,-9.0,-9.0,-9.0,36.3586,0.0911,0.0,-0.0581,1.0,0.0034,SN Ia,,2007nq,14.3954274,-1.39095148,0.045031,0.030468726083636283,8.651739285058525,-0.976965379791254,-9.670493488777312,6.868421940612082,0.6009873397961161,11.34802477173654,-0.11250356551655531,-11.486428058105316,8.196728522933686,0.5728810648469784
2007ob,35.0,65.0,1.0,0.03389,1e-05,0.03263,1e-05,0.03243,0.00086,56.59,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.08,0.05,1.54,-999.0,54402.9414,0.6095,-0.3612,0.2413,0.23,0.0245,17.0804,0.0513,16.3997,0.0026415,0.00012487,0.0001,0.0,-0.0,32.0,0.6158,-9.0,-9.0,-9.0,-9.0,-9.0,35.7229,0.1907,0.0,-0.0758,1.0,0.0214,SN Ia,,2007ob,348.1082852,13.91394492,0.03389082,0.058352833539247514,10.156208095229095,-1.7622029024758663,-11.942645899652605,7.787553571353961,0.5821935700853852,10.517073736636277,-2.0832503164963883,-12.567088657569013,12.065561675486364,0.5613947085885653
2007sw,95.0,65.0,1.0,0.02428,6e-05,0.025,6e-05,0.02517,0.00086,-50.84,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.48,0.15,1.07,-999.0,54467.9688,0.3177,0.4668,0.1277,0.0595,0.0181,15.9738,0.0259,15.9583,0.0073194,0.0001744,0.0001,0.0,-0.0,68.0,0.4504,-9.0,-9.0,-9.0,-9.0,-9.0,35.2815,0.147,0.0,-0.0761,1.0,0.0118,,,,,,,,,,,,,,,,,
2007ux,58.0,65.0,1.0,0.0307,1e-05,0.03183,1e-05,0.03264,0.00086,-233.21,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.19,0.08,1.4,-999.0,54464.1758,0.2587,-2.17,0.0618,0.0904,0.0137,16.9745,0.0234,16.4535,0.002912,6.2796e-05,-0.0001,0.0,-0.0,125.0,0.0124,-9.0,-9.0,-9.0,-9.0,-9.0,35.7767,0.1461,0.0,-0.091,1.0,0.0143,SN Ia,,2007ux,152.33203416,14.99095044,0.03069888,0.03862667091190815,9.115597162639526,-0.8734972424609846,-9.980972906291457,7.430821508795411,0.5887637361369951,10.45202107519983,-1.7380347665772902,-12.201934551128321,9.096450802342009,0.5707599221773253
2008050,2008050.0,65.0,1.0,0.04526,0.0002,0.04627,0.0002,0.04625,0.0009,6.39,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.62,0.08,0.9,-999.0,54621.0469,0.4146,1.4807,0.3004,0.0389,0.025,16.9151,0.0345,17.0401,0.0030759,9.7597e-05,0.0033,-0.0,-0.0,42.0,0.7001,-9.0,-9.0,-9.0,-9.0,-9.0,36.3633,0.1452,0.0,-0.027,1.0,0.014,,,,,,,,,,,,,,,,,
2008051,2008051.0,65.0,1.0,0.03777,6e-05,0.03835,6e-05,0.03873,0.00087,-109.18,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.1,0.08,0.86,-999.0,54617.1406,0.3502,0.7593,0.1555,-0.1065,0.0172,16.3947,0.0262,16.8304,0.0049671,0.00011965,0.0004,-0.0,-0.0,54.0,0.9876,-9.0,-9.0,-9.0,-9.0,-9.0,36.1536,0.1039,0.0,-0.0002,1.0,0.0045,,,,,,,,,,,,,,,,,
2008ar,103.0,65.0,1.0,0.02617,1e-05,0.02732,1e-05,0.02849,0.00086,-342.8,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.31,0.2,1.12,-999.0,54535.1289,0.0718,0.0202,0.0521,-0.0383,0.0092,15.9459,0.0118,16.1438,0.0075097,8.1739e-05,0.0,-0.0,-0.0,131.0,0.9759,-9.0,-9.0,-9.0,-9.0,-9.0,35.4671,0.1046,0.0,-0.0566,1.0,0.0039,SN Ia,,2008ar,186.15649416,10.83904947,0.0261725,0.03172080270946026,9.360361127535167,-0.7678247721446982,-10.133275437943167,7.964256985112012,0.576228456275234,10.279444116521425,0.1064191509604774,-10.154078126992477,7.568575044912682,0.584787350293243
2008bz,143.0,65.0,1.0,0.06015,1e-05,0.0613,1e-05,0.06099,0.00089,88.72,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.47,0.1,1.16,-999.0,54579.5312,0.2469,-0.4168,0.1092,-0.13,0.0111,17.6531,0.0155,18.0164,0.0015587,2.2212e-05,-0.0,0.0,-0.0,81.0,0.3686,-9.0,-9.0,-9.0,-9.0,-9.0,37.3396,0.0782,0.0,-0.0065,1.0,0.0021,Ia,,2008bz,189.74222026,11.13056247,0.06014841,0.0230001625046134,8.388392384804511,-1.3308111448898703,-9.758895840991853,6.045681125700259,0.6082896571505023,10.699414143593668,-0.12580341332925093,-10.809857817833938,7.6371747678289434,0.5838668784425078
2008cf,3.0,65.0,1.0,0.04603,9e-05,0.04692,9e-05,0.04682,0.00088,29.57,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.15,0.04,0.21,-999.0,54595.2734,0.3042,1.218,0.1192,-0.1121,0.0111,16.7458,0.0169,17.2724,0.0035949,5.5949e-05,-0.0002,0.0,-0.0,72.0,0.9974,-9.0,-9.0,-9.0,-9.0,-9.0,36.5956,0.0952,0.0,0.0002,1.0,0.004,SN Ia,,2008cf,211.88497313,-26.55126779,,0.05757923051714897,8.603100729818271,-0.7874888146894967,-9.426766002274693,6.015031206452271,0.5985813505741661,9.571457793773126,0.5852314060024975,-8.982597097559522,4.220308574323386,0.6815624211118034
2008fr,19.0,65.0,1.0,0.039,0.002,0.0379,0.002,0.03828,0.00218,-110.97,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.69,0.21,1.15,-999.0,54733.8242,0.2302,0.5961,0.0744,-0.0916,0.0102,16.5542,0.0174,16.9264,0.0042886,6.888e-05,0.0001,-0.0,-0.0,136.0,0.9948,-9.0,-9.0,-9.0,-9.0,-9.0,36.2496,0.1012,0.0,-0.0093,1.0,0.0047,SN Ia,,2008fr,17.95501433,14.64077787,0.040658,0.03867462784051895,8.282134361721845,-1.229477252652743,-9.486424501107148,5.120336380209439,0.6274434226591435,8.633139039324794,-1.1889478393353896,-9.81003055796792,6.757785130239905,0.5911096189337868
