CID,CIDint,IDSURVEY,TYPE,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_COLOR,HOST_COLOR_ERR,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,mB_corr,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITPROB,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,MU,MUERR_FINAL,PROBCC_BEAMS,biasCor_mu,biasCor_muCOVSCALE,biasCor_muCOVADD
ATLAS17ajn,62,150,1,0.02871,0.00003,0.02988,0.00003,0.02978,0.00086,28.51,250.00,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.20,0.10,1.15,-999.00,57777.3125,0.6504,-1.9270,0.1626,-0.0860,0.0272,16.3376,0.0571,16.3448,5.2354E-03,2.7556E-04,-0.0003,0.0000,-0.0000,14,0.8057,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,35.6680,0.1108,0.0000,-0.0305,1.0000,0.0006
ATLAS17ajs,80,150,1,0.03265,0.00001,0.03370,0.00001,0.03451,0.00086,-232.65,250.00,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,9.79,0.09,0.60,-999.00,57782.3945,0.7464,1.3734,0.2289,0.1744,0.0202,17.0715,0.0288,16.6911,2.6632E-03,7.0560E-05,-0.0001,0.0000,-0.0000,23,0.6162,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,36.0143,0.1835,0.0000,0.0387,1.0000,0.0247
ATLAS17axb,98,150,1,0.03165,0.00010,0.03264,0.00010,0.03143,0.00087,351.47,250.00,0.09,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,9.78,0.07,1.33,-999.00,57796.7695,0.3252,0.0594,0.1433,-0.1089,0.0220,16.0899,0.0331,16.4270,6.5771E-03,2.0055E-04,-0.0003,-0.0000,-0.0000,15,0.3475,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,35.7502,0.1040,0.0000,-0.0067,1.0000,0.0016
CSS160129,133,150,1,0.06766,0.00100,0.06841,0.00100,0.06844,0.00134,-8.76,250.00,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,9.21,0.24,2.29,-999.00,57415.7578,0.8693,0.8566,0.2287,-0.1595,0.0276,17.4951,0.0488,18.0786,1.8029E-03,8.0963E-05,-0.0020,0.0000,-0.0000,17,0.9029,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.4018,0.0862,0.0000,0.0327,0.8420,0.0000
CSS160428,150,150,1,0.03029,0.00015,0.03081,0.00015,0.03148,0.00087,-196.00,250.00,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,8.18,0.23,1.25,-999.00,57517.5938,0.3364,1.0345,0.1819,-0.0379,0.0192,16.1877,0.0234,16.4803,6.0109E-03,1.2961E-04,0.0006,-0.0000,-0.0000,17,0.8483,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,35.8035,0.1054,0.0000,-0.0267,1.0000,0.0029
Gaia16acv,168,150,1,0.07772,0.00010,0.07833,0.00010,0.07859,0.00090,-72.08,250.00,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,8.59,0.18,-0.36,-999.00,57435.5547,0.5262,0.4420,0.3201,-0.1537,0.0279,18.1292,0.0362,18.6430,1.0053E-03,3.3517E-05,0.0032,-0.0000,-0.0000,21,0.1868,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.9662,0.0762,0.0000,0.0179,0.7790,0.0000
Gaia16agf,10,150,1,0.02507,0.00002,0.02553,0.00002,0.02509,0.00086,130.45,250.00,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,9.18,0.06,0.84,-999.00,57456.1836,0.1419,1.2793,0.1257,0.0550,0.0190,15.9700,0.0249,16.0010,7.3452E-03,1.6814E-04,0.0000,-0.0000,-0.0000,21,0.1100,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,35.3242,0.1528,0.0000,-0.0153,1.0000,0.0127
Gaia16aki,27,150,1,0.07363,0.00001,0.07398,0.00001,0.07393,0.00090,15.30,250.00,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,9.88,0.20,0.58,-999.00,57490.8086,0.6262,0.8518,0.2297,-0.0644,0.0245,18.0329,0.0343,18.3744,1.0986E-03,3.4660E-05,-0.0001,-0.0000,-0.0000,32,0.0752,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.6976,0.0913,0.0000,-0.0224,0.9370,0.0000
Gaia16bba,45,150,1,0.03046,0.00009,0.02934,0.00009,0.02990,0.00086,-161.22,250.00,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,8.45,0.40,0.74,-999.00,57625.8164,0.7652,0.3842,0.2031,-0.0422,0.0254,16.0131,0.0503,16.2181,7.0590E-03,3.2727E-04,-0.0011,0.0000,-0.0000,8,0.9135,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,35.5414,0.1113,0.0000,-0.0304,1.0000,0.0027
MASTERJ0134,99,150,1,0.04485,0.00004,0.04391,0.00004,0.04369,0.00087,60.65,250.00,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,9.52,0.07,0.92,-999.00,57664.7539,0.6715,0.7454,0.2073,-0.0734,0.0279,16.7451,0.0533,17.0916,3.5972E-03,1.7653E-04,0.0000,0.0000,-0.0000,14,0.9242,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,36.4148,0.0994,0.0000,-0.0167,1.0000,0.0019
PS15ahs,169,150,1,0.02551,0.00004,0.02522,0.00004,0.02534,0.00086,-36.77,250.00,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,9.76,0.07,0.71,-999.00,57156.7461,0.1078,0.2117,0.1035,-0.0770,0.0179,15.7160,0.0219,15.9872,9.2809E-03,1.8763E-04,-0.0001,-0.0000,-0.0000,34,0.7744,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,35.3104,0.1097,0.0000,-0.0157,1.0000,0.0021
PS15aii,11,150,1,0.04655,0.00001,0.04768,0.00001,0.04777,0.00087,-26.35,250.00,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.55,0.07,0.78,-999.00,57159.5000,0.1364,0.3680,0.1282,-0.0486,0.0190,17.1317,0.0234,17.4108,2.5196E-03,5.4234E-05,0.0002,-0.0000,-0.0000,24,0.1196,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,36.7340,0.0821,0.0000,-0.0497,0.9520,0.0000
PS15asb,28,150,1,0.04863,0.00033,0.04952,0.00033,0.04989,0.00094,-107.07,250.00,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.10,0.01,2.29,-999.00,57194.3555,0.4799,-1.2010,0.2454,-0.0102,0.0246,17.4169,0.0336,17.3438,1.9374E-03,6.0019E-05,0.0012,-0.0000,-0.0000,15,0.2030,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,36.6670,0.0970,0.0000,-0.0696,1.0000,0.0022
PS15atx,46,150,1,0.07188,0.00027,0.07301,0.00027,0.07252,0.00093,136.36,250.00,0.11,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.51,0.16,1.08,-999.00,57192.5898,0.8614,-1.3058,0.6227,-0.1480,0.0479,18.1855,0.0621,18.4513,9.5452E-04,5.4558E-05,0.0096,-0.0000,-0.0000,13,0.0454,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.7745,0.1128,0.0000,0.0044,0.6970,0.0000
PS15bdr,82,150,1,0.07096,0.00001,0.07094,0.00001,0.07116,0.00089,-60.54,250.00,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.55,0.09,1.66,-999.00,57215.7500,0.2501,-1.9646,0.2316,-0.0376,0.0367,18.3267,0.0487,18.2175,8.3816E-04,3.7589E-05,0.0026,-0.0000,-0.0000,24,0.8214,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.5408,0.0855,0.0000,-0.0709,0.8190,0.0000
PS15bif,100,150,1,0.07937,0.00027,0.07855,0.00027,0.07845,0.00094,27.75,250.00,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,9.74,0.12,1.34,-999.00,57234.0234,0.2760,0.4122,0.3285,-0.0053,0.0282,18.2246,0.0382,18.3405,9.2083E-04,3.2381E-05,0.0046,-0.0000,-0.0000,20,0.1010,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.6637,0.0977,0.0000,-0.0520,1.0000,0.0032
PS15bjg,117,150,1,0.06889,0.00001,0.06758,0.00001,0.06786,0.00089,-77.80,250.00,0.08,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,11.05,0.08,1.55,-999.00,57239.0625,0.2458,-1.0917,0.2594,-0.0921,0.0332,18.0392,0.0481,18.2002,1.0922E-03,4.8359E-05,0.0020,-0.0000,-0.0000,22,0.1116,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.5234,0.0828,0.0000,-0.0307,0.7600,0.0000
PS15brr,134,150,1,0.05180,0.00009,0.05063,0.00009,0.05049,0.00088,40.27,250.00,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,9.82,0.03,0.95,-999.00,57259.8008,0.7210,0.7552,0.2752,-0.0622,0.0273,17.0235,0.0474,17.3436,2.7835E-03,1.2150E-04,0.0004,0.0000,-0.0000,11,0.1714,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,36.6668,0.0962,0.0000,-0.0235,1.0000,0.0017
PS15bsq,152,150,1,0.03430,0.00002,0.03309,0.00002,0.03371,0.00086,-179.38,250.00,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.91,0.10,1.52,-999.00,57262.8047,0.1526,0.6608,0.1481,-0.0642,0.0201,16.2701,0.0254,16.6351,5.5712E-03,1.3042E-04,0.0005,-0.0000,-0.0000,14,0.8828,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,35.9584,0.0934,0.0000,-0.0397,1.0000,0.0008
PS15bwh,170,150,1,0.07267,0.00043,0.07149,0.00043,0.07158,0.00099,-27.12,250.00,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,9.54,0.06,2.29,-999.00,57278.8789,0.2372,1.0348,0.2423,-0.1102,0.0265,17.6647,0.0342,18.1500,1.5422E-03,4.8546E-05,0.0007,-0.0000,-0.0000,18,0.7042,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.4732,0.0855,0.0000,0.0060,0.8810,0.0000
PS15bzz,12,150,1,0.08024,0.00001,0.07901,0.00001,0.07931,0.00090,-83.73,250.00,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.53,0.10,1.38,-999.00,57284.4961,0.6148,-0.8444,0.2388,-0.0094,0.0280,18.3441,0.0385,18.3250,8.2480E-04,2.9278E-05,-0.0011,0.0000,-0.0000,21,0.3635,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.6482,0.0930,0.0000,-0.0687,0.9550,0.0000
PS15cms,65,150,1,0.06479,0.00003,0.06603,0.00003,0.06627,0.00089,-69.58,250.00,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.67,0.09,1.08,-999.00,57326.5430,0.2466,1.0692,0.1663,0.0223,0.0284,17.8535,0.0415,18.0507,1.2960E-03,4.9539E-05,0.0001,-0.0000,-0.0000,24,0.9625,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.3739,0.1045,0.0000,-0.0758,1.0000,0.0030
PS15cwx,101,150,1,0.03007,0.00011,0.03007,0.00011,0.03086,0.00087,-232.02,250.00,0.15,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.19,0.13,1.54,-999.00,57348.6211,0.0261,-1.4476,0.1089,-0.0640,0.0250,16.1950,0.0439,16.2240,5.9702E-03,2.4151E-04,-0.0004,-0.0000,-0.0000,23,0.9982,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,35.5472,0.1034,0.0000,-0.0436,1.0000,0.0008
PS15cze,118,150,1,0.03937,0.00002,0.03891,0.00002,0.04035,0.00087,-414.19,250.00,0.18,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.73,0.30,1.33,-999.00,57364.4375,0.1713,-1.7548,0.2381,0.1204,0.0278,17.6202,0.0489,17.0667,1.6066E-03,7.2406E-05,0.0009,-0.0000,-0.0000,21,0.0017,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,36.3899,0.1470,0.0000,-0.0853,1.0000,0.0122
PS15mt,135,150,1,0.07085,0.00009,0.07193,0.00009,0.07193,0.00090,-2.23,250.00,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,9.21,0.21,0.62,-999.00,57106.0078,0.4110,1.4642,0.3776,-0.1036,0.0276,17.8770,0.0357,18.4089,1.2682E-03,4.1674E-05,0.0027,-0.0000,-0.0000,14,0.7522,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.7321,0.1017,0.0000,0.0078,0.8890,0.0000
PS16aer,153,150,1,0.05547,0.00001,0.05668,0.00001,0.05693,0.00088,-71.05,250.00,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.76,0.17,0.90,-999.00,57434.1172,0.1570,-0.0396,0.2105,0.0342,0.0226,17.8340,0.0289,17.8248,1.3195E-03,3.5137E-05,0.0015,-0.0000,-0.0000,25,0.3542,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.1480,0.1039,0.0000,-0.0851,1.0000,0.0046
PS16axi,171,150,1,0.03930,0.00001,0.04056,0.00001,0.04089,0.00087,-93.28,250.00,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.53,0.16,1.23,-999.00,57461.2773,0.0155,-0.6738,0.1894,-0.0150,0.0244,16.9108,0.0331,16.9342,3.0881E-03,9.4280E-05,0.0010,-0.0000,-0.0000,18,0.4198,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,36.2574,0.1016,0.0000,-0.0664,1.0000,0.0024
PS16ayd,13,150,1,0.05399,0.00001,0.05485,0.00001,0.05469,0.00088,45.73,250.00,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.82,0.23,1.20,-999.00,57461.1875,0.4200,1.0047,0.2204,-0.1300,0.0221,17.1542,0.0287,17.7359,2.4679E-03,6.5226E-05,0.0012,-0.0000,-0.0000,22,0.5753,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.0591,0.0739,0.0000,0.0040,0.8210,0.0000
PS16bby,30,150,1,0.05342,0.00008,0.05430,0.00008,0.05468,0.00088,-108.88,250.00,0.10,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.56,0.08,1.03,-999.00,57467.3594,0.2785,-1.1653,0.2746,0.0057,0.0288,17.6706,0.0407,17.5599,1.5338E-03,5.7476E-05,0.0029,-0.0000,-0.0000,15,0.7686,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,36.8831,0.1034,0.0000,-0.0757,1.0000,0.0029
PS16bnz,48,150,1,0.06270,0.00021,0.06398,0.00021,0.06446,0.00091,-135.38,250.00,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,9.41,0.34,1.45,-999.00,57487.6562,0.2552,-1.0652,0.2404,-0.1068,0.0280,17.6863,0.0345,17.8375,1.5118E-03,4.8101E-05,0.0019,-0.0000,-0.0000,17,0.7625,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.1607,0.0905,0.0000,-0.0082,0.9460,0.0000
PS16cqa,84,150,1,0.04386,0.00001,0.04433,0.00001,0.04521,0.00087,-252.76,250.00,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.71,0.14,1.59,-999.00,57545.3398,0.6765,-2.8264,0.4044,0.1800,0.0424,18.2410,0.0690,17.3374,9.0700E-04,5.7605E-05,0.0016,0.0000,-0.0000,14,0.0066,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,36.6606,0.1940,0.0000,-0.0934,1.0000,0.0153
PS16cvc,102,150,1,0.02954,0.00009,0.02844,0.00009,0.02915,0.00086,-206.27,250.00,0.08,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,8.95,0.14,0.51,-999.00,57564.5938,0.2924,1.2016,0.1321,-0.0934,0.0193,16.0454,0.0312,16.5178,6.8523E-03,1.9717E-04,-0.0002,-0.0000,-0.0000,32,0.0487,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,35.8410,0.1031,0.0000,-0.0065,1.0000,0.0018
PS16dnp,119,150,1,0.05127,0.00003,0.04998,0.00003,0.05023,0.00088,-70.97,250.00,0.08,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,8.23,0.87,0.47,-999.00,57598.4219,0.3460,1.0310,0.2844,-0.0630,0.0220,17.2989,0.0312,17.6617,2.1599E-03,6.2136E-05,0.0015,-0.0000,-0.0000,19,0.1412,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,36.9849,0.0936,0.0000,-0.0191,1.0000,0.0017
PS16el,136,150,1,0.04781,0.00001,0.04896,0.00001,0.04940,0.00087,-126.33,250.00,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.21,0.13,1.04,-999.00,57395.1289,0.2265,-0.9979,0.1803,-0.0324,0.0246,17.3411,0.0309,17.3588,2.0777E-03,5.9055E-05,-0.0000,-0.0000,-0.0000,17,0.6027,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,36.6820,0.0928,0.0000,-0.0586,1.0000,0.0010
PS16em,154,150,1,0.06982,0.00017,0.07113,0.00017,0.07083,0.00091,84.91,250.00,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.40,0.15,1.08,-999.00,57386.8828,0.8783,-0.9804,0.1931,0.1650,0.0531,18.7629,0.0872,18.2199,5.6086E-04,4.5028E-05,-0.0023,0.0000,-0.0000,31,0.6864,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.5431,0.1510,0.0000,-0.1106,1.0000,0.0108
PS16evk,172,150,1,0.05447,0.00001,0.05320,0.00001,0.05262,0.00088,165.11,250.00,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.14,0.12,1.38,-999.00,57695.3398,0.6438,1.3994,0.3170,-0.0104,0.0265,17.4209,0.0408,17.7577,1.9304E-03,7.2518E-05,0.0020,-0.0000,-0.0000,10,0.4242,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.0809,0.1070,0.0000,-0.0605,1.0000,0.0021
PS16fa,14,150,1,0.04611,0.00001,0.04734,0.00001,0.04760,0.00087,-74.09,250.00,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.60,0.11,0.90,-999.00,57400.4727,0.2595,-0.6071,0.1202,0.0193,0.0183,17.4406,0.0217,17.3815,1.8956E-03,3.7963E-05,-0.0001,-0.0000,-0.0000,25,0.9235,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,36.7047,0.1010,0.0000,-0.0799,1.0000,0.0041
PS16fbb,31,150,1,0.05250,0.00010,0.05139,0.00010,0.05106,0.00088,91.74,250.00,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,9.18,0.16,0.53,-999.00,57719.5898,0.1980,0.4393,0.2181,-0.0502,0.0247,17.2858,0.0307,17.5260,2.1861E-03,6.1713E-05,0.0008,-0.0000,-0.0000,21,0.1051,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,36.8492,0.0987,0.0000,-0.0318,1.0000,0.0019
PS16n,49,150,1,0.05273,0.00002,0.05268,0.00002,0.05309,0.00088,-119.13,250.00,0.07,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.17,0.04,1.26,-999.00,57392.5977,0.2417,-0.0033,0.1769,-0.0524,0.0260,17.4285,0.0368,17.6573,1.9170E-03,6.4986E-05,0.0008,-0.0000,-0.0000,25,0.1057,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,36.9805,0.0831,0.0000,-0.0474,0.9070,0.0000
PS17akj,67,150,1,0.04681,0.00001,0.04780,0.00001,0.04777,0.00087,8.61,250.00,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,9.11,0.22,0.32,-999.00,57798.8125,0.3103,1.3809,0.2243,-0.0428,0.0229,16.9926,0.0297,17.3492,2.8640E-03,7.8342E-05,0.0000,-0.0000,-0.0000,10,0.1038,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,36.6724,0.1043,0.0000,-0.0197,1.0000,0.0022
PS17bii,85,150,1,0.07339,0.00002,0.07467,0.00002,0.07446,0.00090,58.34,250.00,0.07,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.57,0.10,1.07,-999.00,57812.2031,0.3425,-0.8764,0.2564,-0.0179,0.0362,18.1403,0.0481,18.1400,9.9511E-04,4.4096E-05,0.0009,-0.0000,-0.0000,15,0.2239,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.4632,0.1058,0.0000,-0.0660,0.9350,0.0000
PS17tn,103,150,1,0.04470,0.00001,0.04549,0.00001,0.04590,0.00087,-116.66,250.00,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.31,0.09,1.55,-999.00,57785.8125,0.1152,-0.5191,0.1279,0.0697,0.0205,17.3467,0.0261,17.1518,2.0668E-03,4.9678E-05,0.0005,-0.0000,-0.0000,34,0.7946,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,36.4750,0.1216,0.0000,-0.0871,1.0000,0.0084
PS17yt,120,150,1,0.06976,0.00002,0.07046,0.00002,0.07073,0.00089,-73.43,250.00,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.17,0.14,0.97,-999.00,57786.7734,0.1708,0.0374,0.2052,-0.1210,0.0241,17.7919,0.0329,18.1962,1.3717E-03,4.1537E-05,0.0009,-0.0000,-0.0000,44,0.9493,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,37.5194,0.0704,0.0000,-0.0024,0.7210,0.0000
PSNJ0153424,155,150,1,0.02565,0.00001,0.02474,0.00001,0.02556,0.00085,-237.62,250.00,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.00,10.65,0.14,1.02,-999.00,57393.6289,0.1308,-0.3973,0.1042,0.1077,0.0196,16.2316,0.0257,15.9297,5.7724E-03,1.3652E-04,0.0003,-0.0000,-0.0000,21,0.7127,-9.0000,-9.0000,-9.0000,-9.0000,-9.0000,35.2529,0.1471,0.0000,-0.0791,1.0000,0.0117
